number.of.species,genus,family,apweb.family,order,group
119,Pinus,Pinaceae,Pinaceae,Pinales,Gymnosperms
1,Pseudolarix,Pinaceae,Pinaceae,Pinales,Gymnosperms
4,Pseudotsuga,Pinaceae,Pinaceae,Pinales,Gymnosperms
9,Tsuga,Pinaceae,Pinaceae,Pinales,Gymnosperms
2,Acmopyle,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
5,Afrocarpus,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
9,Dacrycarpus,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
21,Dacrydium,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
6,Falcatifolium,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
3,Halocarpus,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
1,Lagarostrobos,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
3,Lepidothamnus,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
1,Manoao,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
1,Margbensonia,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
1,Microcachrys,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
6,Nageia,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
1,Parasitaxus,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
2,Pherosphaera,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
4,Phyllocladus,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
107,Podocarpus,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
9,Prumnopitys,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
5,Retrophyllum,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
1,Saxegothaea,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
1,Sundacarpus,Podocarpaceae,Podocarpaceae,Pinales,Gymnosperms
1,Sciadopitys,Sciadopityaceae,Sciadopityaceae,Pinales,Gymnosperms
6,Amentotaxus,Taxaceae,Taxaceae,Pinales,Gymnosperms
1,Austrotaxus,Taxaceae,Taxaceae,Pinales,Gymnosperms
8,Cephalotaxus,Taxaceae,Taxaceae,Pinales,Gymnosperms
1,Pseudotaxus,Taxaceae,Taxaceae,Pinales,Gymnosperms
9,Taxus,Taxaceae,Taxaceae,Pinales,Gymnosperms
6,Torreya,Taxaceae,Taxaceae,Pinales,Gymnosperms
8,Cibotium,Cibotiaceae,Cibotiaceae,Cyatheales,Pteridophytes
2,Culcita,Culcitaceae,Culcitaceae,Cyatheales,Pteridophytes
71,Alsophila,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
2,Amphicosmia,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
25,Cnemidaria,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
1,Cormophyllum,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
315,Cyathea,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
1,Fourniera,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
20,Gymnosphaera,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
1,Hemistegia,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
12,Hemitelia,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
8,Hymenophyllopsis,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
7,Nephelea,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
5,Schizocaena,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
13,Sphaeropteris,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
1,Thysanobotrya,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
27,Trichipteris,Cyatheaceae,Cyatheaceae,Cyatheales,Pteridophytes
3,Balantium,Dicksoniaceae,Dicksoniaceae,Cyatheales,Pteridophytes
5,Calochlaena,Dicksoniaceae,Dicksoniaceae,Cyatheales,Pteridophytes
9,Dicksonia,Dicksoniaceae,Dicksoniaceae,Cyatheales,Pteridophytes
2,Lophosoria,Dicksoniaceae,Dicksoniaceae,Cyatheales,Pteridophytes
1,Loxsomopsis,Loxsomataceae,Loxsomataceae,Cyatheales,Pteridophytes
1,Metaxya,Metaxyaceae,Metaxyaceae,Cyatheales,Pteridophytes
13,Plagiogyria,Plagiogyriaceae,Plagiogyriaceae,Cyatheales,Pteridophytes
1,Thyrsopteris,Thyrsopteridaceae,Thyrsopteridaceae,Cyatheales,Pteridophytes
1,Allostelites,Equisetaceae,Equisetaceae,Equisetales,Pteridophytes
18,Equisetum,Equisetaceae,Equisetaceae,Equisetales,Pteridophytes
1,Hippochaete,Equisetaceae,Equisetaceae,Equisetales,Pteridophytes
2,Antigramma,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Asplenidictyum,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
446,Asplenium,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Boniniella,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
3,Caenopteris,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Camptosorus,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
2,Ceterach,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
3,Ceterachopsis,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
2,Chamaefilix,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
2,Darea,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
6,Diellia,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Eremopodium,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Holodictyum,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Loxoscaphe,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Micropodium,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
8,Neottopteris,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
3,Phyllitis,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Phyllitopsis,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Pleurosorus,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Schaffneria,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Scolopendrium,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Stormesia,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
8,Tarachia,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Thamnopteris,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
1,Triphlebia,Aspleniaceae,Aspleniaceae,Eupolypod II,Pteridophytes
98,Allantodia,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
4,Anisocampium,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
2,Anisogonium,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
13,Athyriopsis,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
213,Athyrium,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
14,Callipteris,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
13,Cornopteris,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
34,Deparia,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
5,Dictyodroma,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
211,Diplazium,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
9,Dryoathyrium,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
1,Kuniwatsukia,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
28,Lunathyrium,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
2,Monomelangium,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
7,Pseudocystopteris,Athyriaceae,Athyriaceae,Eupolypod II,Pteridophytes
1,Blechnidium,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
2,Blechnopsis,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
140,Blechnum,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
1,Brainea,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
1,Chieniopteris,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
2,Diploblechnum,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
1,Distaxia,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
4,Doodia,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
12,Lomaria,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
1,Lonchitis-aspera,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
1,Lorinseria,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
3,Mesothema,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
1,Orthogramma,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
1,Parablechnum,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
5,Sadleria,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
3,Salpichlaena,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
1,Spicanta,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
1,Steenisioblechnum,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
7,Stenochlaena,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
5,Struthiopteris,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
24,Woodwardia,Blechnaceae,Blechnaceae,Eupolypod II,Pteridophytes
6,Diplaziopsis,Diplaziopsidaceae,Diplaziopsidaceae,Eupolypod II,Pteridophytes
1,Hemidictyum,Diplaziopsidaceae,Diplaziopsidaceae,Eupolypod II,Pteridophytes
2,Matteuccia,Onocleaceae,Onocleaceae,Eupolypod II,Pteridophytes
5,Onoclea,Onocleaceae,Onocleaceae,Eupolypod II,Pteridophytes
1,Onocleopsis,Onocleaceae,Onocleaceae,Eupolypod II,Pteridophytes
1,Pteretis,Onocleaceae,Onocleaceae,Eupolypod II,Pteridophytes
1,Cheilanthopsis,Woodsiaceae,Woodsiaceae,Eupolypod II,Pteridophytes
1,Physematium,Woodsiaceae,Woodsiaceae,Eupolypod II,Pteridophytes
41,Woodsia,Woodsiaceae,Woodsiaceae,Eupolypod II,Pteridophytes
1,Cheiropleuria,Dipteridaceae,Dipteridaceae,Gleicheniales,Pteridophytes
5,Dipteris,Dipteridaceae,Dipteridaceae,Gleicheniales,Pteridophytes
9,Phymatodes,Dipteridaceae,Dipteridaceae,Gleicheniales,Pteridophytes
20,Dicranopteris,Gleicheniaceae,Gleicheniaceae,Gleicheniales,Pteridophytes
23,Diplopterygium,Gleicheniaceae,Gleicheniaceae,Gleicheniales,Pteridophytes
1,Gleichenella,Gleicheniaceae,Gleicheniaceae,Gleicheniales,Pteridophytes
17,Gleichenia,Gleicheniaceae,Gleicheniaceae,Gleicheniales,Pteridophytes
1,Hicriopteris,Gleicheniaceae,Gleicheniaceae,Gleicheniales,Pteridophytes
71,Sticherus,Gleicheniaceae,Gleicheniaceae,Gleicheniales,Pteridophytes
1,Phanerosorus,Matoniaceae,Matoniaceae,Gleicheniales,Pteridophytes
10,Abrodictyum,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Amphipterum,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Buesia,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Cardiomanes,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
12,Cephalomanes,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
2,Craspedoneuron,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Craspedophyllum,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
32,Crepidomanes,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
22,Didymoglossum,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Feea,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
2,Gonocormus,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
2,Hemiphlebium,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Hymenoglossum,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
172,Hymenophyllum,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
2,Lacostea,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
2,Lacosteopsis,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Leptocionium,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
10,Mecodium,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Meringium,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
3,Microgonium,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Mortoniopteris,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Nesopteris,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Pleuromanes,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Polyphlebium,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
2,Pteromanes,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
5,Ptilophyllum,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Ptychophyllum,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Rosenstockia,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
1,Selanodesmium,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
3,Selenodesmium,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
10,Sphaerocionium,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
117,Trichomanes,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
2,Trigonophyllum,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
6,Vandenboschia,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales,Pteridophytes
7,Calamaria,Isoëtaceae,Isoëtaceae,Lycopodiales,Pteridophytes
1,Cephaloceraton,Isoëtaceae,Isoëtaceae,Lycopodiales,Pteridophytes
1,Isoetella,Isoëtaceae,Isoëtaceae,Lycopodiales,Pteridophytes
84,Isoetes,Isoëtaceae,Isoëtaceae,Lycopodiales,Pteridophytes
3,Austrolycopodium,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
4,Dendrolycopodium,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
18,Diphasiastrum,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
1,Diphasium,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
247,Huperzia,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
1,Lycopodiastrum,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
28,Lycopodiella,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
1,Lycopodiodes,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
68,Lycopodium,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
10,Palhinhaea,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
42,Phlegmariurus,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
1,Plananthus,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
1,Pseudodiphasium,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
6,Pseudolycopodiella,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
1,Pseudolycopodium,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
3,Spinulum,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
30,Urostachys,Lycopodiaceae,Lycopodiaceae,Lycopodiales,Pteridophytes
15,Bryodesma,Selaginellaceae,Selaginellaceae,Lycopodiales,Pteridophytes
1,Didiclis,Selaginellaceae,Selaginellaceae,Lycopodiales,Pteridophytes
2,Diplostachyum,Selaginellaceae,Selaginellaceae,Lycopodiales,Pteridophytes
10,Lycopodioides,Selaginellaceae,Selaginellaceae,Lycopodiales,Pteridophytes
376,Selaginella,Selaginellaceae,Selaginellaceae,Lycopodiales,Pteridophytes
75,Angiopteris,Marattiaceae,Marattiaceae,Marattiales,Pteridophytes
7,Archangiopteris,Marattiaceae,Marattiaceae,Marattiales,Pteridophytes
2,Christensenia,Marattiaceae,Marattiaceae,Marattiales,Pteridophytes
30,Danaea,Marattiaceae,Marattiaceae,Marattiales,Pteridophytes
1,Discostegia,Marattiaceae,Marattiaceae,Marattiales,Pteridophytes
3,Eupodium,Marattiaceae,Marattiaceae,Marattiales,Pteridophytes
1,Heterodanaea,Marattiaceae,Marattiaceae,Marattiales,Pteridophytes
9,Marattia,Marattiaceae,Marattiaceae,Marattiales,Pteridophytes
20,Ptisana,Marattiaceae,Marattiaceae,Marattiales,Pteridophytes
1,Calamistrum,Marsileaceae,Marsileaceae,Marsileales,Pteridophytes
2,Lemma,Marsileaceae,Marsileaceae,Marsileales,Pteridophytes
27,Marsilea,Marsileaceae,Marsileaceae,Marsileales,Pteridophytes
1,Pilularia,Marsileaceae,Marsileaceae,Marsileales,Pteridophytes
1,Regnellidium,Marsileaceae,Marsileaceae,Marsileales,Pteridophytes
7,Azolla,Salviniaceae,Salviniaceae,Marsileales,Pteridophytes
10,Salvinia,Salviniaceae,Salviniaceae,Marsileales,Pteridophytes
56,Botrychium,Ophioglossaceae,Ophioglossaceae,Ophioglossales,Pteridophytes
6,Botrypus,Ophioglossaceae,Ophioglossaceae,Ophioglossales,Pteridophytes
1,Cheiroglossa,Ophioglossaceae,Ophioglossaceae,Ophioglossales,Pteridophytes
2,Helminthostachys,Ophioglossaceae,Ophioglossaceae,Ophioglossales,Pteridophytes
34,Ophioglossum,Ophioglossaceae,Ophioglossaceae,Ophioglossales,Pteridophytes
1,Rhizoglossum,Ophioglossaceae,Ophioglossaceae,Ophioglossales,Pteridophytes
10,Sceptridium,Ophioglossaceae,Ophioglossaceae,Ophioglossales,Pteridophytes
2,Psilotum,Psilotaceae,Psilotaceae,Ophioglossales,Pteridophytes
1,Tmesipteris,Psilotaceae,Psilotaceae,Ophioglossales,Pteridophytes
2,Leptopteris,Osmundaceae,Osmundaceae,Osmundales,Pteridophytes
9,Osmunda,Osmundaceae,Osmundaceae,Osmundales,Pteridophytes
2,Osmundastrum,Osmundaceae,Osmundaceae,Osmundales,Pteridophytes
1,Plenasium,Osmundaceae,Osmundaceae,Osmundales,Pteridophytes
1,Todea,Osmundaceae,Osmundaceae,Osmundales,Pteridophytes
1,Adectum,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
12,Blotiella,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
1,Cincinalis,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
39,Dennstaedtia,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
2,Emodiopteris,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
1,Filix-foemina,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
1,Histiopteris,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
52,Hypolepis,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
1,Leptolepia,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
82,Microlepia,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
5,Monachosorum,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
3,Oenotrichia,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
7,Paesia,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
1,Paradennstaedtia,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
1,Patania,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
11,Pteridium,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales,Pteridophytes
89,Lindsaea,Lindsaeaceae,Lindsaeaceae,Polypodiales,Pteridophytes
1,Lindsaenium,Lindsaeaceae,Lindsaeaceae,Polypodiales,Pteridophytes
1,Odontoloma,Lindsaeaceae,Lindsaeaceae,Polypodiales,Pteridophytes
